State abbreviation,State name,Agency type,FY,Average hours worked per week,Average hourly wage,Average Weekly Wages,Average time to close months no employment,Average time to close months with employment,Employed at application,Employment includes medical insurance,Number closed no employment,Number closed with employment,Number served,Primary support is own income at application,Primary support is own income at closure,Significant disability served,Significant disability employed,Sum costserv no empl,Sum costserv with empl,Total hours,Total wage,Works more than 35 hrs week,Works more than 35 hrs week SGA,Exited as applicant,Exited during or after_trial work,Exited without employment after IPE,Exited from OOS waiting list,Exited without employment after eligibility,Employment outcomes meeting SGA
UT,Utah,Combined,2005,34.06,9.83,334.81,34.5,39.3,643,395,640,917,"1,557",472,865,"1,458",857,"1,443,954","4,895,523","31,235","9,015",623,619,0,0,0,0,0,0
UT,Utah,Combined,2006,34.02,9.92,337.48,37.3,39.9,585,429,492,970,"1,462",412,874,"1,403",932,"1,179,217","5,566,689","33,003","9,621",671,666,319,0,3,0,495,755
UT,Utah,Combined,2007,33.84,10.02,339.08,33.8,41,518,318,285,925,"1,210",363,822,"1,161",888,"720,996","5,050,201","31,299","9,266",617,599,281,0,0,0,524,689
UT,Utah,Combined,2008,33.53,10.45,350.39,39.6,39.5,580,355,373,986,"1,359",406,878,"1,329",957,"1,218,243","5,763,294","33,057","10,304",672,661,336,0,1,0,434,746
UT,Utah,Combined,2009,32.64,10.22,333.58,36.5,38.1,623,299,409,905,"1,314",443,791,"1,292",889,"1,111,543","5,036,032","29,541","9,247",575,570,512,0,0,0,541,656
UT,Utah,Combined,2010,31.37,10.21,320.29,35.6,36.4,541,254,416,"1,032","1,448",424,910,"1,427","1,017","944,983","5,792,468","32,372","10,540",605,599,469,0,0,0,654,708
UT,Utah,Combined,2011,31.12,9.73,302.80,32.6,32.1,531,180,594,"1,044","1,638",425,911,"1,622","1,033","1,441,620","5,480,030","32,486","10,153",569,565,453,0,0,0,712,686
UT,Utah,Combined,2012,30.79,10.08,310.36,35.5,33.7,466,170,671,"1,004","1,675",382,851,"1,655",990,"1,672,997","6,329,600","30,911","10,118",536,536,396,0,0,0,693,979
UT,Utah,Combined,2013,30.9,10.02,309.62,35.6,34.7,474,181,757,"1,029","1,786",371,893,"1,768","1,019","2,041,729","6,357,628","31,791","10,309",545,545,416,0,0,0,695,"1,016"
UT,Utah,Combined,2014,30.55,10.15,310.08,33.6,36.9,459,241,831,"1,130","1,961",326,996,"1,943","1,117","2,100,005","7,033,363","34,525","11,468",583,583,481,0,0,0,758,"1,114"
VA,Virginia,General,2014,27.38,8.97,245.60,36.6,32.9,397,156,"1,049","1,724","2,773",84,"1,111","2,768","1,721","182,831","779,600","47,209","15,461",516,516,146,99,4,189,789,"1,723"
VA,Virginia,Blind,2014,29,13.05,378.45,67.5,98.4,6,7,25,19,44,3,32,44,19,"28,531","212,799",551,248,9,9,38,0,0,0,14,19
VA,Virginia,Blind,2011,29.85,11.27,336.41,58.4,70.9,4,8,23,20,43,2,23,43,20,"79,970","394,231",597,225,12,7,29,1,0,0,14,7
VA,Virginia,General,2011,28.95,8.67,251.00,32.9,26.9,491,210,"1,630","1,436","3,066",200,"1,038","3,046","1,429","1,947,274","4,620,393","41,573","12,448",553,541,240,55,3,4,"1,069",719
VA,Virginia,General,2013,28.7,9,258.30,37.9,35,395,187,"1,295","1,377","2,672",109,966,"2,664","1,374","2,183,129","6,271,927","39,519","12,391",491,491,154,101,4,448,808,"1,375"
VA,Virginia,Blind,2013,28.59,14.54,415.70,54.9,81.7,4,5,24,32,56,2,27,56,32,"212,778","1,125,030",915,465,16,16,27,1,0,0,15,29
VA,Virginia,Blind,2012,27.22,10.66,290.17,54.4,72.7,7,6,47,23,70,1,22,70,23,"425,773","570,370",626,245,10,10,27,2,0,0,18,22
VA,Virginia,General,2012,29.05,9.16,266.10,34,34.3,476,194,"1,810","1,279","3,089",130,996,"3,082","1,277","2,857,294","5,435,064","37,159","11,719",486,486,168,75,5,558,789,"1,274"
VA,Virginia,Blind,2010,31.69,9.1,288.38,57,43.4,12,2,30,16,46,7,16,46,16,"227,633","119,705",507,146,8,3,28,1,0,0,15,3
VA,Virginia,General,2010,28.94,8.5,245.99,31.4,29.8,641,170,"1,555","1,371","2,926",272,999,"2,899","1,353","1,869,888","4,498,069","39,680","11,649",534,513,370,45,4,328,"1,095",693
VA,Virginia,Blind,2009,27.71,14.97,414.82,58.8,62.6,12,11,29,28,57,6,61,56,27,"231,341","323,356",776,419,11,10,74,0,0,1,25,11
VA,Virginia,General,2009,28.89,8.42,243.25,34.8,29.5,571,227,"1,397","1,321","2,718",293,974,"2,651","1,305","2,246,826","4,392,515","38,160","11,129",523,512,271,70,3,110,767,668
VA,Virginia,Blind,2008,29.73,11.36,337.73,83.5,64.5,10,9,30,30,60,7,20,60,30,"332,099","751,968",892,341,15,11,4,3,0,0,26,12
VA,Virginia,General,2008,31.19,8.38,261.37,33.6,29.7,714,197,"1,247","1,642","2,889",367,"1,189","2,800","1,592","1,650,579","4,651,939","51,211","13,752",807,763,307,94,0,45,800,948
VA,Virginia,Blind,2007,27.11,11.95,323.96,67.2,75.7,5,6,27,18,45,5,17,45,18,"342,173","375,365",488,215,7,6,2,3,0,0,19,6
VA,Virginia,General,2007,32.09,8.28,265.71,28.8,29.1,738,393,"1,098","1,643","2,741",347,"1,208","2,680","1,607","1,407,740","4,906,462","52,722","13,598",896,837,310,103,7,17,900,"1,018"
VA,Virginia,Blind,2006,30.36,9.11,276.58,57.4,69.4,7,13,23,28,51,8,23,51,28,"209,687","434,822",850,255,16,11,1,3,0,0,27,11
VA,Virginia,General,2006,32.04,8.13,260.49,31.1,31.5,643,415,"1,170","1,562","2,732",326,"1,169","2,643","1,508","1,567,665","5,381,224","50,054","12,703",826,776,299,82,4,43,802,976
VA,Virginia,Blind,2005,27.11,15.03,407.46,75,84.7,8,8,45,18,63,9,24,63,18,"619,845","630,003",488,270,8,7,0,0,0,0,0,0
VA,Virginia,General,2005,32.61,8.2,267.40,31.7,31.4,711,418,"1,316","1,400","2,716",316,"1,142","2,539","1,313","1,794,616","4,117,532","45,655","11,475",794,764,0,0,0,0,0,0
VA,Virginia,Blind,2004,32.58,11.06,360.33,68.7,77.9,5,7,27,24,51,3,24,51,24,"205,155","527,920",782,265,16,11,0,0,0,0,0,0
VA,Virginia,General,2004,32.89,7.97,262.13,30.4,29.8,992,400,"1,580","1,350","2,930",423,"1,218","2,717","1,248","1,916,186","3,404,992","44,405","10,760",782,762,0,0,0,0,0,0
VA,Virginia,General,2003,33.14,7.92,262.47,33.9,29.5,945,414,"1,527","1,360","2,887",387,"1,257","2,625","1,219","2,158,704","3,703,971","45,077","10,767",822,793,0,0,0,0,0,0
VA,Virginia,Blind,2003,31.83,8.17,260.05,69,50.7,0,9,16,24,40,1,19,40,24,"168,830","302,196",764,196,13,9,0,0,0,0,0,0
VA,Virginia,General,2002,33.06,7.64,252.58,32.9,29.8,909,451,"1,332","1,427","2,759",303,"1,295","2,467","1,277","1,820,572","3,846,056","50,267","11,744",888,818,0,0,0,0,0,0
VA,Virginia,Blind,2002,36.55,8.75,319.81,66.4,70.2,7,8,30,22,52,5,19,52,22,"428,989","300,435",804,192,15,12,0,0,0,0,0,0
VI,Virgin Islands,Combined,2002,37.67,8.2,308.89,58.9,56.2,5,3,13,9,22,3,11,8,3,"325,008","409,159",411,80,9,7,0,0,0,0,0,0
VI,Virgin Islands,Combined,2003,34.58,6.19,214.05,37.1,25.7,4,0,13,12,25,4,14,15,6,"235,125","154,080",415,74,7,7,0,0,0,0,0,0
VI,Virgin Islands,Combined,2004,33.09,7.08,234.28,54.5,37.7,3,2,6,11,17,4,16,10,5,"76,676","261,783",364,78,5,5,0,0,0,0,0,0
VI,Virgin Islands,Combined,2005,34.85,10.16,354.08,35.5,44.9,0,6,12,13,25,2,13,17,10,"130,921","401,720",453,132,7,7,0,0,0,0,0,0
VI,Virgin Islands,Combined,2006,37.44,10.29,385.26,0,40.3,3,3,0,9,9,2,15,5,5,0,"143,878",337,93,7,7,13,0,0,0,6,7
VI,Virgin Islands,Combined,2007,34.75,8.08,280.78,26.5,40.1,4,5,1,20,21,7,20,14,14,385,"312,407",695,162,11,11,10,0,2,0,5,14
VI,Virgin Islands,Combined,2008,34.5,10.85,374.33,39.7,36.8,3,5,8,22,30,3,23,20,16,"39,396","1,314,066",759,239,14,14,11,1,1,0,9,18
VI,Virgin Islands,Combined,2009,33.42,9.11,304.46,39.4,32.3,5,2,9,24,33,6,24,18,12,"99,109","255,204",802,219,12,12,12,0,1,0,10,17
VI,Virgin Islands,Combined,2010,35.17,8.41,295.78,40.6,33,3,3,20,12,32,3,13,19,8,"102,531","113,115",422,101,7,5,14,0,10,0,11,7
VI,Virgin Islands,Combined,2012,35.47,9.67,342.99,38.5,41.7,2,2,4,19,23,1,16,21,17,"25,970","247,548",674,184,11,11,8,0,8,0,8,19
VI,Virgin Islands,Combined,2011,30.95,9.63,298.05,57.6,41.2,9,1,13,20,33,7,19,25,13,"184,367","414,850",619,193,9,9,24,0,6,0,18,13
VI,Virgin Islands,Combined,2013,37.71,10.26,386.90,42.1,53,2,0,7,17,24,4,16,22,17,"3,575","435,325",641,174,15,15,9,1,10,0,5,17
VI,Virgin Islands,Combined,2014,31.11,8.9,276.88,42.8,35.5,5,3,11,19,30,3,15,29,19,"12,142","240,825",591,169,10,10,8,0,15,0,7,18
VT,Vermont,General,2014,26.63,9.83,261.77,29.3,19.7,233,31,439,588,"1,027",127,440,"1,023",587,"877,614","1,710,977","15,660","5,781",224,224,78,0,0,1,259,587
VT,Vermont,Blind,2014,26.83,16.48,442.16,98.9,34.5,2,1,5,6,11,0,3,11,6,"58,108","36,071",161,99,3,3,0,0,0,0,0,6
VT,Vermont,Blind,2012,29.75,11.25,334.69,69.1,43.4,3,1,6,8,14,3,8,14,8,"51,939","89,038",238,90,4,4,2,0,0,0,0,8
VT,Vermont,General,2012,26.36,9.69,255.43,34,20.5,208,34,424,524,948,125,409,947,523,"787,038","1,496,349","13,813","5,077",192,192,42,0,0,0,316,522
VT,Vermont,General,2013,26.84,9.79,262.76,32.9,19.9,216,43,425,613,"1,038",150,473,"1,035",611,"968,090","1,810,831","16,452","5,999",234,234,44,0,0,1,215,613
VT,Vermont,Blind,2013,16.13,7.4,119.36,0,90.6,3,0,0,8,8,4,7,8,8,0,"208,090",129,59,2,2,3,0,0,0,2,6
VT,Vermont,Blind,2011,18,10.06,181.08,73.5,97.3,2,1,3,10,13,1,2,13,10,"30,668","187,537",180,101,3,2,2,0,0,0,0,2
VT,Vermont,General,2011,27.5,9.41,258.78,26,19.8,175,43,368,479,847,100,397,846,479,"624,931","1,328,866","13,172","4,509",172,170,39,0,0,0,265,266
VT,Vermont,Blind,2010,34.8,14.56,506.69,55.7,46.4,1,1,5,5,10,0,4,10,5,"46,799","77,830",174,73,3,3,1,0,0,0,1,3
VT,Vermont,General,2010,26.94,9.54,257.01,23.9,20,238,50,337,453,790,110,356,789,452,"668,250","1,035,201","12,202","4,322",178,178,55,1,0,0,246,243
VT,Vermont,Blind,2009,26.71,9.84,262.83,50.9,62.3,3,1,5,7,12,2,5,12,7,"46,780","98,458",187,69,2,2,2,0,0,0,1,2
VT,Vermont,General,2009,26.98,9.35,252.26,24.1,20.7,230,89,287,452,739,113,347,737,451,"405,128","896,258","12,194","4,225",192,191,46,2,0,6,320,241
VT,Vermont,Blind,2008,26,9.43,245.18,38.6,52.4,2,2,4,8,12,1,5,12,8,"12,213","142,009",208,75,5,4,0,0,0,0,0,4
VT,Vermont,General,2008,28.43,9.07,257.86,24.3,20.5,235,93,239,459,698,108,367,692,453,"411,701","896,475","13,049","4,165",204,202,57,0,0,5,257,263
VT,Vermont,Blind,2007,29.9,7.72,230.83,40.5,45.3,2,1,2,10,12,3,10,12,10,"7,972","62,658",299,77,6,5,1,0,0,0,1,5
VT,Vermont,General,2007,27.64,9.12,252.08,24.5,22.9,205,76,232,393,625,97,324,625,393,"506,393","1,188,938","10,863","3,583",170,170,40,0,0,3,222,225
VT,Vermont,Blind,2006,26.67,5.83,155.49,41,44.7,0,0,9,3,12,0,2,12,3,"18,766","15,397",80,18,2,1,2,0,0,0,0,1
VT,Vermont,General,2006,29.26,8.96,262.17,22.6,19.9,225,95,285,396,681,99,323,679,395,"614,855","876,676","11,585","3,547",193,193,55,0,0,1,246,252
VT,Vermont,Blind,2005,22.38,9.72,217.53,37.1,44.9,5,2,1,8,9,4,6,9,8,840,"76,742",179,78,4,3,0,0,0,0,0,0
VT,Vermont,General,2005,29.83,8.58,255.94,23.5,21.1,200,106,274,367,641,100,321,640,367,"418,623","863,914","10,946","3,147",187,186,0,0,0,0,0,0
VT,Vermont,Blind,2004,34.67,11.29,391.42,17.4,54.9,3,2,5,6,11,2,6,11,6,"16,899","50,504",208,68,5,4,0,0,0,0,0,0
VT,Vermont,General,2004,29.05,8.12,235.89,22.2,19.7,181,95,250,348,598,107,319,598,348,"426,040","831,660","10,108","2,826",168,168,0,0,0,0,0,0
VT,Vermont,General,2003,30.09,7.98,240.12,21.8,17.6,167,70,213,306,519,106,277,518,305,"320,341","751,201","9,208","2,443",159,159,0,0,0,0,0,0
VT,Vermont,Blind,2003,26.71,9.32,248.94,24.7,63.3,2,3,4,7,11,2,6,10,7,0,0,187,65,3,3,0,0,0,0,0,0
VT,Vermont,General,2002,28.96,7.93,229.65,19.8,18.7,175,67,142,284,426,84,225,423,282,"238,292","677,924","8,225","2,252",141,141,0,0,0,0,0,0
VT,Vermont,Blind,2002,28.67,9.35,268.06,31.6,39.3,3,2,5,3,8,3,3,7,3,0,0,86,28,2,1,0,0,0,0,0,0
WA,Washington,General,2002,27.45,8.4,230.58,33.3,29.2,296,152,218,337,555,176,455,539,327,"927,172","1,871,363","9,250","2,830",135,135,0,0,0,0,0,0
WA,Washington,Blind,2002,34.5,11.53,397.79,41,56.3,6,11,16,16,32,10,22,31,15,"96,383","208,537",552,184,11,9,0,0,0,0,0,0
WA,Washington,Blind,2004,27.4,9.28,254.27,57.1,46.6,9,7,25,15,40,9,13,40,15,"237,069","219,333",411,139,7,4,0,0,0,0,0,0
WA,Washington,General,2004,26.44,8.48,224.21,27.8,29,257,125,561,562,"1,123",142,502,"1,119",560,"1,809,911","3,809,914","14,859","4,765",186,186,0,0,0,0,0,0
WA,Washington,General,2003,26.9,8.56,230.26,23.9,26.7,330,167,552,547,"1,099",200,556,"1,091",544,"1,465,641","3,433,057","14,715","4,680",197,197,0,0,0,0,0,0
WA,Washington,Blind,2003,26.94,12.74,343.22,26.3,48.8,3,7,18,16,34,7,18,34,16,"109,594","312,434",431,204,9,8,0,0,0,0,0,0
WA,Washington,Blind,2005,26.35,14.82,390.51,44.6,57,7,9,29,23,52,6,18,52,23,"214,280","318,486",606,341,10,9,0,0,0,0,0,0
WA,Washington,General,2005,26.1,8.79,229.42,29.8,31.5,179,112,515,507,"1,022",105,434,"1,020",506,"1,621,956","4,406,365","13,234","4,457",179,178,0,0,0,0,0,0
WA,Washington,Blind,2006,32.07,11.8,378.43,50.5,62.9,9,12,36,28,64,9,28,62,28,"306,983","486,248",898,330,17,12,8,2,0,0,21,13
WA,Washington,General,2006,25.35,8.89,225.36,27.7,28.4,282,150,647,626,"1,273",157,611,"1,273",626,"1,993,092","5,609,056","15,866","5,564",186,183,158,4,0,475,687,303
WA,Washington,Blind,2007,30.71,14.78,453.89,52.2,53.7,10,11,22,28,50,9,30,50,28,"217,502","429,051",860,414,15,13,7,1,0,0,21,14
WA,Washington,General,2007,25.81,9.43,243.39,34.1,33.5,322,120,447,652,"1,099",177,768,"1,099",652,"1,323,785","4,609,666","16,829","6,146",209,206,133,8,0,256,"1,734",325
WA,Washington,Blind,2008,32.92,14.11,464.50,46.2,56.1,4,5,16,25,41,3,21,40,24,"179,839","459,064",823,353,13,10,4,1,0,0,12,13
WA,Washington,General,2008,24.33,9.54,232.11,34.6,31.5,344,121,407,752,"1,159",184,777,"1,157",750,"1,178,550","4,741,491","18,299","7,177",219,217,224,6,0,47,"1,860",337
WA,Washington,Blind,2009,25.69,15.03,386.12,42.1,51.5,4,1,11,26,37,9,21,36,25,"64,509","470,483",668,391,7,5,3,3,0,0,13,12
WA,Washington,General,2009,22.85,9.8,223.93,30.7,27.3,225,86,477,664,"1,141",134,558,"1,135",662,"1,475,244","4,397,305","15,174","6,508",153,152,265,10,0,0,"1,125",246
WA,Washington,Blind,2010,24.5,12.28,300.86,61.3,48.9,3,3,18,22,40,5,17,39,21,"229,103","416,991",539,270,8,5,12,2,0,0,19,6
WA,Washington,General,2010,22.99,10.45,240.25,28.7,23.9,214,92,618,659,"1,277",145,564,"1,261",650,"2,332,012","4,409,736","15,149","6,890",175,173,301,9,0,0,"1,179",267
WA,Washington,General,2013,21.92,10.39,227.75,31.2,24.3,154,96,443,796,"1,239",127,636,"1,223",783,"1,833,233","6,159,289","17,451","8,273",193,193,280,4,64,0,"1,072",794
WA,Washington,Blind,2013,29.12,12.42,361.67,44.1,44.8,6,7,20,17,37,5,17,37,17,"175,676","265,964",495,211,8,8,7,0,0,0,25,17
WA,Washington,Blind,2012,24.77,13.01,322.26,56.2,63.9,5,9,25,22,47,3,19,46,21,"220,492","510,534",545,286,8,8,10,0,0,0,34,22
WA,Washington,General,2012,21.87,10.29,225.04,28.5,22.9,191,86,531,720,"1,251",129,551,"1,237",712,"2,110,598","5,238,053","15,743","7,409",180,180,272,10,0,0,"1,084",718
WA,Washington,Blind,2011,28.54,14.97,427.24,61.3,48.3,9,11,17,24,41,12,26,41,24,"191,097","408,650",685,359,10,9,9,1,0,0,15,11
WA,Washington,General,2011,22.86,10.16,232.26,26.7,22.9,208,88,529,745,"1,274",147,606,"1,250",726,"1,782,386","4,375,712","17,034","7,566",184,181,254,3,0,0,"1,119",323
WA,Washington,General,2014,21.2,10.17,215.60,30.8,22.4,179,79,415,909,"1,324",120,675,"1,312",900,"2,306,585","6,769,273","19,273","9,249",193,193,199,9,63,0,993,908
WA,Washington,Blind,2014,28.74,12.38,355.80,53.3,63.8,10,10,30,27,57,8,29,57,27,"332,675","669,114",776,334,13,13,8,0,0,0,20,27
WI,Wisconsin,Combined,2013,25.41,9.64,244.95,39.2,39.8,835,116,788,"1,266","2,054",393,"2,736","2,043","1,256","4,210,943","11,115,422","32,167","12,200",398,398,"1,026",0,493,217,"1,376","1,266"
WI,Wisconsin,Combined,2014,25.6,9.74,249.34,37,39.2,845,129,737,"1,443","2,180",318,"2,862","2,172","1,436","4,283,408","12,312,417","36,947","14,049",440,440,299,0,507,211,"1,333","1,443"
WI,Wisconsin,Combined,2011,25.89,9.7,251.13,35.1,39.5,822,129,631,"1,019","1,650",331,"1,282","1,628",999,"2,888,096","9,141,021","26,384","9,880",359,359,922,0,495,374,"1,275",467
WI,Wisconsin,Combined,2012,26.15,9.78,255.75,35.8,40.2,807,116,825,"1,090","1,915",357,"2,515","1,896","1,072","3,583,787","8,888,892","28,500","10,660",367,367,982,0,535,135,"1,526","1,089"
WI,Wisconsin,Combined,2010,26.21,9.75,255.55,33.5,40.4,734,124,760,923,"1,683",320,707,"1,662",909,"3,146,916","8,583,482","24,191","9,002",328,324,958,0,458,69,"1,150",422
WI,Wisconsin,Combined,2009,27.55,9.61,264.76,32.7,40.2,869,180,"1,174",932,"2,106",357,785,"2,033",902,"5,221,779","9,491,426","25,678","8,957",381,375,"1,081",0,381,14,"1,335",464
WI,Wisconsin,Combined,2007,29.04,9.34,271.23,27.3,37,845,176,"1,237",894,"2,131",393,724,"2,084",870,"3,793,537","6,950,083","25,964","8,348",402,396,"1,044",0,283,0,"1,003",506
WI,Wisconsin,Combined,2008,29.44,9.6,282.62,29.9,37.2,879,229,"1,223","1,081","2,304",362,888,"2,232","1,053","4,286,937","9,532,948","31,826","10,378",503,495,"1,183",0,513,16,634,616
WI,Wisconsin,Combined,2006,28.97,9.25,267.97,30.3,42.9,951,269,"1,065",966,"2,031",534,802,"1,989",930,"3,648,851","9,265,277","27,989","8,935",470,467,872,0,0,210,"2,209",562
WI,Wisconsin,Combined,2005,29.66,9.01,267.24,30.9,40.8,625,292,"1,130","1,038","2,168",281,768,"2,121","1,009","3,595,034","8,589,097","30,792","9,349",532,527,0,0,0,0,0,0
WI,Wisconsin,Combined,2003,31.73,8.93,283.35,30.9,38.1,577,310,"1,033","1,058","2,091",201,845,"1,960",984,"3,609,299","8,772,385","33,572","9,450",606,604,0,0,0,0,0,0
WI,Wisconsin,Combined,2004,30.86,8.89,274.35,30.2,40.6,334,258,"1,009","1,091","2,100",286,783,"2,015","1,030","2,728,862","7,677,103","33,667","9,700",601,590,0,0,0,0,0,0
WI,Wisconsin,Combined,2002,32.72,9.1,297.75,32.9,39.9,662,371,969,"1,071","2,040",207,926,"1,836",955,"1,561,334","4,543,740","35,073","9,745",678,673,0,0,0,0,0,0
WV,West Virginia,Combined,2003,34.94,8.18,285.81,37,36.7,275,389,382,910,"1,292",158,991,"1,237",868,"541,063","3,579,111","31,796","7,447",646,630,0,0,0,0,0,0
WV,West Virginia,Combined,2002,36.06,8.39,302.54,46.3,39.8,254,438,328,966,"1,294",120,"1,033","1,229",915,"565,179","4,033,343","34,836","8,104",733,727,0,0,0,0,0,0
WV,West Virginia,Combined,2004,35.94,8.42,302.61,39.9,38.9,302,403,555,897,"1,452",170,"1,018","1,418",876,"1,045,889","4,204,932","32,239","7,556",669,653,0,0,0,0,0,0
WV,West Virginia,Combined,2005,36,8.88,319.68,39,37.6,383,427,681,964,"1,645",217,"1,130","1,617",941,"1,081,931","4,181,812","34,701","8,557",720,707,0,0,0,0,0,0
WV,West Virginia,Combined,2006,36.39,9.56,347.89,37.6,39.7,415,506,621,"1,098","1,719",215,"1,246","1,700","1,088","1,179,175","5,284,394","39,958","10,496",852,832,282,0,33,19,633,901
WV,West Virginia,Combined,2007,37.02,10.41,385.38,36.4,43.1,375,470,524,944,"1,468",159,"1,194","1,453",935,"830,070","4,541,844","34,946","9,831",763,740,247,1,55,595,237,787
WV,West Virginia,Combined,2008,35.87,10.71,384.17,39.4,43.5,319,425,418,955,"1,373",152,"1,085","1,369",952,"969,770","4,332,591","34,252","10,225",728,719,252,0,31,3,748,766
WV,West Virginia,Combined,2009,36.24,11.14,403.71,42.5,42.8,306,363,444,895,"1,339",189,989,"1,331",887,"1,074,844","4,160,830","32,433","9,968",676,673,295,2,28,0,661,731
WV,West Virginia,Combined,2010,34.36,10.54,362.15,34.5,37,399,277,442,872,"1,314",183,"1,014","1,299",858,"1,015,378","3,935,266","29,959","9,195",570,568,322,2,33,0,700,656
WV,West Virginia,Combined,2012,35.3,11.19,395.01,33.9,34.6,380,327,519,969,"1,488",161,"1,036","1,438",927,"1,777,400","5,875,307","34,208","10,839",662,662,375,4,29,0,795,968
WV,West Virginia,Combined,2011,35.04,10.93,382.99,33.6,36,302,344,421,910,"1,331",155,"1,002","1,302",890,"1,025,644","5,011,404","31,887","9,947",627,625,351,2,43,0,699,700
WV,West Virginia,Combined,2014,35.36,11.68,413.00,37.3,40.3,462,141,636,829,"1,465",81,678,"1,446",819,"2,757,825","7,010,605","29,317","9,679",599,599,369,7,21,0,964,829
WV,West Virginia,Combined,2013,34.76,10.86,377.49,33.8,36.6,373,301,560,885,"1,445",196,979,"1,397",848,"1,885,901","6,449,585","30,762","9,609",591,591,401,1,35,0,819,885
WY,Wyoming,Combined,2013,30.71,11.14,342.11,29.4,31.6,163,50,226,188,414,234,307,385,176,"670,846","898,744","5,774","2,095",96,96,84,0,5,0,156,188
WY,Wyoming,Combined,2014,31.39,11.55,362.55,27.4,32.1,123,64,116,193,309,162,288,280,177,"296,080","646,991","6,058","2,230",110,110,98,0,0,0,100,193
WY,Wyoming,Combined,2011,31.23,10.7,334.16,20.7,30.7,118,51,115,162,277,158,261,251,150,"220,441","930,319","5,059","1,734",91,91,63,0,1,0,149,112
WY,Wyoming,Combined,2012,31.37,10.99,344.76,24.9,29.7,155,50,122,185,307,221,338,288,171,"261,839","814,199","5,803","2,033",106,106,97,0,1,0,153,185
WY,Wyoming,Combined,2010,29.96,12.03,360.42,20,28.3,174,42,127,156,283,217,286,258,138,"411,425","930,733","4,674","1,877",77,76,108,0,3,0,173,102
WY,Wyoming,Combined,2009,30.69,11.25,345.26,18.1,27.1,144,50,118,176,294,156,276,266,157,"304,545","1,299,181","5,402","1,979",99,98,122,0,1,0,141,115
WY,Wyoming,Combined,2007,32.63,10.51,342.94,23.9,28.2,131,55,75,151,226,134,228,170,109,"248,070","830,758","4,927","1,587",96,95,75,0,0,0,127,104
WY,Wyoming,Combined,2008,30.74,10.6,325.84,22.4,28.8,124,54,94,152,246,120,240,214,129,"302,623","808,102","4,673","1,612",83,80,76,0,1,0,147,91
WY,Wyoming,Combined,2006,33.06,10.06,332.58,28.9,31.8,105,67,55,144,199,90,186,129,97,"245,190","1,004,135","4,760","1,448",96,95,77,0,0,0,79,107
WY,Wyoming,Combined,2005,30.62,8.63,264.25,29.6,29.3,116,46,75,138,213,96,190,156,101,"245,845","862,739","4,225","1,192",78,77,0,0,0,0,0,0
WY,Wyoming,Combined,2004,28.66,8.05,230.71,27.7,28.2,78,31,68,101,169,62,147,129,79,"177,858","511,704","2,895",813,51,51,0,0,0,0,0,0
WY,Wyoming,Combined,2003,29.99,7.92,237.52,27,23,98,48,67,153,220,83,192,167,115,"190,563","710,728","4,588","1,212",81,80,0,0,0,0,0,0
WY,Wyoming,Combined,2002,29.96,7.63,228.59,21.8,26.1,95,29,52,152,204,87,180,158,113,"125,848","747,096","4,554","1,160",76,74,0,0,0,0,0,0
